,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop
0,China,80817,+3,3177.0,0.0,64152.0,13488,4020.0,56.1
1,Italy,17660,"+2,547",1266.0,250.0,1439.0,14955,1328.0,292.1
2,Iran,11364,"+1,289",514.0,85.0,3529.0,7321,0.0,135.3
3,S. Korea,7979,+110,71.0,5.0,510.0,7398,93.0,155.6
4,Spain,5232,"+2,086",133.0,47.0,193.0,4906,190.0,111.9
5,Germany,3675,+930,8.0,2.0,46.0,3621,9.0,43.9
6,France,3661,+785,79.0,18.0,12.0,3570,154.0,56.1
7,USA,2269,+572,48.0,7.0,41.0,2180,10.0,6.9
8,Switzerland,1139,+271,11.0,4.0,4.0,1124,0.0,131.6
9,Norway,996,+196,1.0,0.0,1.0,994,27.0,183.7
10,Sweden,814,+127,1.0,0.0,1.0,812,2.0,80.6
11,Netherlands,804,+190,10.0,5.0,2.0,792,1.0,46.9
12,Denmark,801,+127,0.0,0.0,1.0,800,2.0,138.3
13,UK,798,+208,11.0,1.0,18.0,769,20.0,11.8
14,Japan,701,+10,19.0,0.0,118.0,564,29.0,5.5
15,Diamond Princess,696,0,7.0,0.0,325.0,364,32.0,0.0
16,Belgium,559,+160,3.0,0.0,1.0,555,2.0,48.2
17,Austria,504,+143,1.0,0.0,6.0,497,1.0,56.0
18,Qatar,320,+58,0.0,0.0,0.0,320,0.0,111.1
19,Bahrain,210,+13,0.0,0.0,44.0,166,1.0,123.4
20,Singapore,200,+13,0.0,0.0,97.0,103,11.0,34.2
21,Australia,199,+43,3.0,0.0,26.0,170,1.0,7.8
22,Canada,198,+56,1.0,0.0,11.0,186,1.0,5.2
23,Malaysia,197,+39,0.0,0.0,32.0,165,4.0,6.1
24,Greece,190,+73,1.0,0.0,2.0,187,2.0,18.2
25,Finland,155,+46,0.0,0.0,1.0,154,0.0,28.0
26,Brazil,151,+74,0.0,0.0,0.0,151,2.0,0.7
27,Czechia,141,+25,0.0,0.0,0.0,141,2.0,13.2
28,Slovenia,141,+45,0.0,0.0,0.0,141,4.0,67.8
29,Iceland,134,+17,0.0,0.0,0.0,134,0.0,0.0
30,Hong Kong,132,+1,4.0,1.0,77.0,51,4.0,17.6
31,Israel,126,+17,0.0,0.0,4.0,122,2.0,14.6
32,Portugal,112,+34,0.0,0.0,1.0,111,1.0,11.0
33,Iraq,101,+18,9.0,1.0,24.0,68,0.0,2.5
34,Kuwait,100,+20,0.0,0.0,5.0,95,4.0,23.4
35,Ireland,90,+20,1.0,0.0,0.0,89,6.0,18.2
36,Romania,89,+30,0.0,0.0,7.0,82,1.0,4.6
37,Saudi Arabia,86,+41,0.0,0.0,1.0,85,0.0,2.5
38,UAE,85,0,0.0,0.0,20.0,65,2.0,8.6
39,India,82,+8,2.0,1.0,10.0,70,0.0,0.1
40,San Marino,80,+8,5.0,0.0,2.0,73,3.0,0.0
41,Egypt,80,0,2.0,0.0,27.0,51,0.0,0.8
42,Estonia,79,+52,0.0,0.0,0.0,79,0.0,59.6
43,Lebanon,77,+9,3.0,0.0,1.0,73,3.0,11.3
44,Thailand,75,+5,1.0,0.0,35.0,39,1.0,1.1
45,Indonesia,69,+35,4.0,3.0,5.0,60,0.0,0.3
46,Poland,68,+17,2.0,1.0,0.0,66,3.0,1.8
47,Philippines,64,+12,5.0,0.0,2.0,57,1.0,0.6
48,Taiwan,50,+1,1.0,0.0,20.0,29,0.0,2.1
49,Russia,45,+11,0.0,0.0,8.0,37,0.0,0.3
50,Vietnam,44,0,0.0,0.0,16.0,28,0.0,0.5
51,Chile,43,+10,0.0,0.0,0.0,43,0.0,2.2
